rank,name,review,rated_excellent,rated_very_good,rated_average,rated_poor,rated_terrible,rating,price_range
832,Trivandrum Chicken Corner,1,0,1,0,0,0,4,NaN
833,Gangsta Wrap,2,0,1,1,0,0,3.5,₹150 - ₹300
834,Hotel Mezban,2,0,1,1,0,0,3.5,NaN
835,Chariot Beach Restaurant,81,7,22,18,8,11,3,NaN
836,Hotel Aryaas Park Main Avenue,1,0,1,0,0,0,4,NaN
837,Sadya At Thanal,1,0,1,0,0,0,4,₹100 - ₹500
838,Flakes Restaurant and Bake House,1,0,1,0,0,0,4,NaN
839,Oonumuri,1,0,1,0,0,0,4,NaN
840,Rasaleela,1,0,1,0,0,0,4,NaN
841,Cochin Restaurant,1,0,1,0,0,0,4,NaN
842,Daawat E-Khas,1,0,1,0,0,0,4,NaN
843,Bharani Restaurant,1,0,1,0,0,0,4,₹20 - ₹400
844,Oberoi Residency And Restaurant,2,0,1,1,0,0,3.5,NaN
845,Rain Drops,1,0,1,0,0,0,4,NaN
846,Chaat Street,1,0,1,0,0,0,4,NaN
847,ChuttathumPorichathum,1,0,1,0,0,0,4,₹10 - ₹400
848,Leaves,1,0,1,0,0,0,4,NaN
849,Yas Restaurant,1,0,1,0,0,0,4,NaN
850,Seagrill Restaurant,1,0,1,0,0,0,4,NaN
851,Coffee Corner,1,0,1,0,0,0,4,NaN
852,The Royal Gourmet,1,0,1,0,0,0,4,NaN
853,WalkInn Diner,1,0,1,0,0,0,4,₹120 - ₹300
854,Noodle King,3,1,1,0,1,0,3.5,NaN
855,Arabian treat,1,0,1,0,0,0,4,NaN
856,Parampara Restaurant,2,0,1,1,0,0,3.5,NaN
857,Haveli - Abad,10,0,5,2,0,2,3,"₹812 - ₹8,125"
858,18 Degree Rooftop Bistro Sports Bar,2,1,0,0,1,0,3.5,NaN
859,Hotel Premier Restaurant,1,0,1,0,0,0,4,NaN
860,Annapoorna Hotel,1,0,1,0,0,0,4,NaN
861,Cafe Cochin,1,0,1,0,0,0,4,NaN
862,Cookie Shop,1,0,1,0,0,0,4,NaN
863,Chicking Fried Chicken,1,0,1,0,0,0,4,NaN
864,Drunken Coconut Bar & Cafe,1,0,1,0,0,0,4,NaN
865,Cafe Green,1,0,1,0,0,0,4,"₹100 - ₹2,000"
866,Falafel House,1,0,1,0,0,0,4,NaN
867,Aishwarya Restaurant & Bar,1,0,1,0,0,0,4,NaN
868,Penguin Restaurant International,1,0,1,0,0,0,4,NaN
869,Food Express,1,0,1,0,0,0,4,NaN
870,ali baba & 41 Dishes,4,1,2,0,0,1,3.5,NaN
871,Zaina Bakers & Biriyani House,1,0,1,0,0,0,4,NaN
872,Johnson's Rainbow Restaurant,2,0,1,1,0,0,3.5,NaN
873,Restaurant Crystal Plaza,5,1,0,3,1,0,3,NaN
874,Grandma Restaurant,1,1,0,0,0,0,5,"₹325 - ₹1,056"
875,Panjabi Zaika,1,0,1,0,0,0,4,NaN
876,Chai Chillum Chappati,1,0,1,0,0,0,4,NaN
877,Hot & Spicy,1,0,1,0,0,0,4,NaN
878,Biryaneez,1,0,1,0,0,0,4,NaN
879,River Cafe,1,0,1,0,0,0,4,NaN
880,Jade Multicuisine Restaurant,2,0,1,1,0,0,3.5,NaN
881,A. R. Restaurant,1,0,1,0,0,0,4,NaN
882,Lotus,1,0,1,0,0,0,4,NaN
883,Potpourri,6,1,3,1,0,1,3.5,NaN
884,Annapurna Family Restaurant,2,0,1,1,0,0,3.5,NaN
885,Steak & Fries,1,0,1,0,0,0,4,NaN
886,Friends Restaurant,1,0,1,0,0,0,4,NaN
887,Erum Puleem,1,0,1,0,0,0,4,NaN
888,The Pantry,1,0,1,0,0,0,4,NaN
889,Kayee's Food Court,1,0,1,0,0,0,4,NaN
890,De Cafe Canopy,3,0,1,2,0,0,3.5,NaN
891,Benolima Smoke House,1,0,1,0,0,0,4,NaN
892,K.R. Bakes,1,0,1,0,0,0,4,NaN
893,Malabar Rasoy,1,0,1,0,0,0,4,NaN
894,Amritha Family Restaurant,3,0,2,0,0,1,3,NaN
895,Nbc Sona,2,0,1,1,0,0,3.5,NaN
896,Alankar Tourist Home Restaurant,7,0,2,4,0,1,3,NaN
897,Biryani Hut,10,0,4,4,1,1,3,NaN
898,Truffles,1,0,1,0,0,0,4,NaN
899,Kai-Shek,1,0,1,0,0,0,4,NaN
900,Ozone Roof Top Restaurant,5,2,0,1,0,2,3,NaN
901,Hotel Sri Aryas,2,1,0,0,1,0,3.5,NaN
902,Malabar Plaza,12,2,3,4,1,2,3,NaN
903,Uslampetty Hotel Restaurant,3,0,2,0,1,0,3.5,NaN
904,Rappai's Thattinpuram Restaurant,6,0,3,1,1,1,3,NaN
905,DEAGLE Arabian Hut,3,1,1,0,0,1,3.5,"₹2,031 - ₹20,312"
906,Kettuvallam Seafood Speciality Restaurant,4,1,1,1,0,1,3.5,NaN
907,Chicken Chicago,3,0,1,1,1,0,3,NaN
908,Just Tiffin's,4,0,3,0,0,1,3.5,NaN
909,Ummis Kitchen,4,1,1,1,0,1,3.5,NaN
910,Food Pecker,1,0,0,1,0,0,3,NaN
911,Oottupura Hotel,1,0,0,1,0,0,3,NaN
912,Salt Mango Tree,2,0,0,2,0,0,3,NaN
913,New York Pizza 10,1,0,0,1,0,0,3,NaN
914,Saina Biriyani House,1,0,0,1,0,0,3,NaN
915,Chick Bake,1,0,0,1,0,0,3,NaN
916,South Star,1,0,0,1,0,0,3,NaN
917,Hotel Sea Pearl,3,0,0,3,0,0,3,NaN
918,Charcoal Shack Restaurant,2,0,0,2,0,0,3,NaN
919,Premier Seafood Kitchen,1,0,0,1,0,0,3,₹150 - ₹500
920,Laughing Chopstick,2,0,0,2,0,0,3,NaN
921,Hellocake,2,0,0,2,0,0,3,NaN
922,McDonald's,1,0,0,1,0,0,3,NaN
923,Masala Republic,2,0,0,2,0,0,3,NaN
924,YAS Restaurant & Rooms,1,0,0,1,0,0,3,₹100 - ₹300
925,Ceylon Bake House,1,0,0,1,0,0,3,NaN
926,Hong Kong restaurant,1,0,0,1,0,0,3,NaN
927,Kizhangans Root & Tuber Crops Restaurant,1,0,0,1,0,0,3,NaN
928,Curry Leaf,1,0,0,1,0,0,3,NaN
929,Cinemasala,1,0,0,1,0,0,3,NaN
930,Hotel Vashali Dhaba Restaurant,1,0,0,1,0,0,3,NaN
931,The Kappa Club,1,0,0,1,0,0,3,NaN
932,Sree Arrya Nivas,1,0,0,1,0,0,3,NaN
933,Karthika Regency,1,0,0,1,0,0,3,NaN
934,Usthad Sea Food Corner,1,0,0,1,0,0,3,NaN
935,Burger King,3,0,0,3,0,0,3,NaN
936,Jharokha,1,0,0,1,0,0,3,NaN
937,Kafe Kopi Luwak,1,0,0,1,0,0,3,NaN
938,New Annapurna Restaurant,2,1,0,0,0,1,3,NaN
939,Raindrops,2,0,1,0,1,0,3,NaN
940,Ceylon Bake House,3,0,2,0,0,1,3,₹30 - ₹500
941,Nettoor Toddy Shop (Shappu),11,3,3,1,1,3,3,NaN
942,Chaya Peediya,2,0,1,0,1,0,3,NaN
943,Meenus Family Restaurant,11,1,3,3,4,0,3,NaN
944,Fawaz Broasted,10,1,1,5,1,1,3,NaN
945,JJS Restaurant,7,0,2,4,0,1,3,NaN
946,Kebabs & Curries,2,1,0,0,0,1,3,NaN
947,Adaminte Chayakkada,42,6,13,8,5,10,3,NaN
948,Beans and Berries,2,1,0,0,0,1,3,NaN
949,Chicking Palarivattom,7,0,4,0,1,2,3,NaN
950,Chicking Fried Chicken,7,0,2,3,1,1,3,NaN
951,Madhava Fast Food,5,0,1,3,0,1,3,NaN
952,Eat Treat,1,0,0,0,1,0,2,NaN
953,the mando,1,0,0,0,1,0,2,NaN
954,Empire Plaza,3,0,2,0,0,1,3,NaN
955,SFC Plus,12,0,3,6,1,2,3,₹195 - ₹349
956,Kochin FoodMall,4,0,2,0,0,2,2.5,NaN
957,McDonald's,6,1,1,0,3,1,2.5,NaN
958,Gravity,2,0,0,1,0,1,2,NaN
959,Dileep's Mango Tree,41,9,7,4,13,6,3,NaN
960,Mahfil Restaurant,2,0,1,0,0,1,2.5,NaN
961,Dream Home Inn Restaurant,1,0,0,0,0,1,1,NaN
962,Abu Ali Restaurant,2,0,1,0,0,1,2.5,NaN
963,Sheesha,1,0,0,0,1,0,2,NaN
964,Cafe Lemon Tree,3,0,0,1,0,1,2.5,NaN
965,Suburban Restaurant,8,1,2,2,0,3,3,NaN
966,Bamboo Cafe,2,0,1,0,0,1,2.5,NaN
967,Golden Fork,14,1,3,5,1,4,2.5,NaN
968,KFC Kakkanad,1,0,0,0,1,0,2,NaN
969,Awaany Restaurant,8,0,0,6,1,1,2.5,NaN
970,P60 Pizzeria,2,0,1,0,0,1,2.5,NaN
971,Kapila Restaurant,1,0,0,0,0,1,1,NaN
972,The Bake House Inn,3,0,1,0,1,1,2.5,NaN
973,Urban Paratha,4,1,1,0,0,2,3,NaN
974,Thalassery Kitchen,11,0,3,5,0,3,2.5,NaN
975,Khyber Restaurant,15,0,2,10,1,2,3,NaN
976,Akshaya Restaurant,4,0,1,0,2,1,2.5,NaN
977,Kunjunni Nair Restaurant,3,0,2,0,0,1,3,NaN
978,Thara Restaurant,2,0,0,1,0,1,2,NaN
979,Bake My Day Palluruthy,1,0,0,0,0,1,1,₹100 - ₹400
980,Bab arabia,3,0,0,2,0,1,2.5,NaN
981,Hotel Harsh Dhaba Restaurant,2,0,0,1,0,1,2,NaN
982,Mahanami Heritage Hotel,4,0,0,0,0,4,1,NaN
983,TKofee Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
984,Kochi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
985,TIbet Kitchen,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
986,Le Mashawi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
987,Smnkehouse,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
988,Waves,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
989,Thali,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
990,The News Room,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
991,Royal Castle,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
992,Nanking Family Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
993,Glass and Steel,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
994,Hotel Paris,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
995,Entizer,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
996,Canevan Soltics,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
997,Harvest Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
998,Hotel Jaybees,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999,Bread N Butter,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1000,Anchorage,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001,2 Hour Biriyani Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002,Sea Fort Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹200 - ₹2,000"
1003,7 Star Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1004,Waffle Street,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1005,The Charcoal Grill,0,NaN,NaN,NaN,NaN,NaN,NaN,₹150 - ₹400
1006,Bayleaf- Multicusine Restro,0,NaN,NaN,NaN,NaN,NaN,NaN,₹200 - ₹500
1007,Paayal Aqua Life,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008,Rinoos Coolbar,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1009,Bottoms Up,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1010,LeBufe,0,NaN,NaN,NaN,NaN,NaN,NaN,₹10 - ₹200
1011,Cafe green,0,NaN,NaN,NaN,NaN,NaN,NaN,₹25 - ₹250
1012,Arabikkozhi Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹140 - ₹700
1013,The Walk in,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1014,Rockers Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1015,Barriga,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1016,Vittles,0,NaN,NaN,NaN,NaN,NaN,NaN,₹120 - ₹950
1017,Pizza Nation,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1018,Nosh Haus,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹14 - ₹1,000"
1019,Sucree Dessert Mill,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1020,Cake Nation,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1021,Arabian Treat Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1022,Exotic Spices,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹10 - ₹12,500"
1023,MACJ's American Fried Chicken,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1024,Oy's in Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1025,Wellington,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1026,Oasis,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1027,Moti Mahal Delux,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1028,Sand Dunes Persian Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1029,Vinocean,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1030,Baskin-Robbins,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1031,Coffee Temple Fort Cochin,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹400
1032,Cafe refuel,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1033,Sweet tooth,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹1,000 - ₹10,000"
1034,Benaras Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1035,Juicy Bites,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1036,Hungry Birds,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1037,Cha Lanche,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹350
1038,New Blue Star,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1039,Juice Lounge,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1040,Feast Multicuisine Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1041,Khatta Meetha Cart,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1042,Amina's Biriyani and Caterers,0,NaN,NaN,NaN,NaN,NaN,NaN,₹80 - ₹280
1043,Urban Paratha,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1044,Pathiri Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1045,Quallis Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1046,Ikka's Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹300
1047,Athira,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1048,Aavi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1049,Chaya Peediya,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1050,Cochin Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹150
1051,Bharath Food Court,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1052,Krishna Leila seafood restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1053,Kaira,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1054,Happy Idli,0,NaN,NaN,NaN,NaN,NaN,NaN,₹10 - ₹70
1055,CreamPaw,0,NaN,NaN,NaN,NaN,NaN,NaN,₹30 - ₹100
1056,Flamin' Hot Chicken,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1057,The Orient,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1058,Sapphire The Family Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1059,Tharavadu Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1060,Rawal lassi joint,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1061,The Brewing Company,0,NaN,NaN,NaN,NaN,NaN,NaN,₹99 - ₹300
1062,Kayees Rahmathulla Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1063,Cochin Seaport Hotel,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1064,MGM CocioNatura,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹30 - ₹1,000"
1065,Yavanpriya by Club Mahindra,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1066,Annies kitchen,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1067,Resa Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹50 - ₹400
1068,Neft Food Court,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1069,Sulaimaniz Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1070,Dincy's Kitchen,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹200
1071,Street Foods By Punjab Grill Edappally,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1072,Punjab Grill Edappally,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1073,Sundae Sprinkle,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1074,Crunchy Fried Chicken,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1075,La Gritta Barbeque,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1076,Asia Seven Edappally,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1077,Gusto Grill Kochi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1078,Toto Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1079,Happy Day Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹100 - ₹300
1080,Masala Craft Multi Cuisine Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹120 - ₹550
1081,Diet Eat,0,NaN,NaN,NaN,NaN,NaN,NaN,₹50 - ₹300
1082,Monqo,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1083,Cabana Grill & Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,₹90 - ₹280
1084,Shawarmashi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1085,Shaan E Punjab,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1086,ChicKing Fried Chicken,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1087,Hotel Alka Plaza,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1088,Kolkata Food Junction,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹3,250 - ₹16,250"
1089,mojo,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1090,Hi Dine Orange,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1091,Tasty Jigarthanda,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1092,Mayyazhi Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1093,Palaaram Kadavanthra,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1094,Kailash Parbat,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1095,Eatery..! Your Second Home,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1096,Tea Time,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1097,Zamovar,0,NaN,NaN,NaN,NaN,NaN,NaN,₹69 - ₹999
1098,Lumier Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1099,Pappricca,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1100,Thara Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1101,Tea Time,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1102,Padharo Sa,0,NaN,NaN,NaN,NaN,NaN,NaN,₹120 - ₹350
1103,Pomodoro Kochi,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1104,Black Gold - Cafe Cue,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1105,Beer & Wine Parlour,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1106,Moms Kitchen Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹150 - ₹250
1107,Omana Ammumas,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1108,Punjab Grill,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1109,Canova Cafe,0,NaN,NaN,NaN,NaN,NaN,NaN,₹50 - ₹150
1110,Vanitha Hotel,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1111,The Muyal RESTAURANT,0,NaN,NaN,NaN,NaN,NaN,NaN,₹30 - ₹300
1112,K K R Food Products,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1113,Akathalam Homely Food,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1114,Thanneer Mathan Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,₹70 - ₹140
1115,Holly Hock,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1116,Cochin Halwa Centre,0,NaN,NaN,NaN,NaN,NaN,NaN,"₹100 - ₹1,000"
1117,Canvas Restaurant Pizzeria,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1118,Canvas Restaurant & Pizzeria,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1119,Cafe Delaviz,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1120,Cafe Sora,0,NaN,NaN,NaN,NaN,NaN,NaN,₹10 - ₹500
1121,Honey Dew Bakery,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1122,Food Barrel Restaurant,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
